hotel_name,hotel_city,cleanliness_score,room_score,service_score,location_score,value_score,safety_score,comfort_score,transportation_score,noise_score
uk_england_london_130_queensgate_london_apartments,london,2.877427644184761,3.2190491163349955,2.694551425104578,2.7961261969867737,3.707077183405956,2.1756371169919246,2.156136507337647,2.598549074485452,2.363388868140424
uk_england_london_190_bermondsey_street,london,3.3759401670414406,3.27395639404498,2.9264878522803723,2.9688761285571124,4.250643093383943,2.4084998950666843,2.922196384458657,3.6719887213280034,4.316965594695847
uk_england_london_196_bishopsgate,london,3.64081494472915,4.050317631588772,3.2868247786454305,3.7346364831388463,3.190625811298821,2.595535546068037,2.8759084389050806,4.038399519471909,3.6165879960123006
uk_england_london_1_lexham_gardens,london,3.077871237563035,2.83330567443356,2.7179054924760093,2.687384588289639,2.74160271632646,2.2471706642095537,2.2273843494014463,2.49684554342514,2.465483850570648
uk_england_london_22_jermyn_street,london,3.210205978580469,4.366251893952393,4.353740267682844,4.266169706786563,3.3136932285620304,2.4084998950666843,3.3017837138330624,3.279197967024392,3.5983791497427857
uk_england_london_39_suites,london,3.26447272482409,2.9821620952371166,2.014557460952566,3.177131981951238,2.576518460335964,2.9853020374916834,2.513030676342401,2.87946158463045,2.481452532821411
uk_england_london_44_curzon_street_apartments,london,3.1552750302854786,3.2829471415723432,3.654906191377036,3.570597167809529,2.608612580904244,4.13009786198507,3.165337365116601,2.709108958520715,2.3285000694507056
uk_england_london_51_buckingham_gate_taj_suites_and_residences,london,3.300802095349868,4.189645366330725,4.3875456889747335,4.174120340589199,2.9140786077205174,2.773657290097951,2.682660192998754,3.5076297516125905,2.56933416202706
uk_england_london_51_kensington_court_limited,london,3.690579999634296,3.5788097455596968,4.029949754408436,4.311338416874533,3.1540827334302803,2.4084998950666843,3.249227496062064,3.903477612540363,2.72323638753987
uk_england_london_54_boutique_hotel,london,3.4098943672334614,3.96490821273138,3.5859660306437706,3.688233748819738,2.958145152222804,2.9402552031433693,2.8220831061716822,3.0904956007060984,2.8952163570670555
uk_england_london_a_to_z_hotel,london,2.1681514227276724,1.7159286780109315,1.7254366490749238,2.213966265745441,1.3821985859397394,1.3918576140020031,2.2199825187851845,1.5785454491330704,1.7987422679103875
uk_england_london_abba_queen_s_gate_hotel,london,3.7444748304533086,4.165948149400776,3.712954898110573,3.917274625578961,3.242604038297724,2.8355044334646085,2.5591863385802824,3.5519181560468587,2.6466197249483705
uk_england_london_abbey_court_hotel,london,3.0505544095142643,3.2197480513990486,3.256161463727422,2.926846039290157,2.172820767536374,2.582050810961763,2.854396099426289,2.879456529614433,2.421464544023254
uk_england_london_abbey_court_hyde_park,london,3.694543171876058,3.491727000013059,2.9113704002418244,3.143492576258579,3.0756221112363424,2.3382090288116903,2.3897716577724566,2.899878707751675,2.570716417267932
uk_england_london_abbey_lodge_hotel,london,1.3181949086740017,1.0838535143456214,1.4931697551273038,1.862666596740597,1.329167403897774,1.6979551785936478,1.0,1.5359399604471196,2.2860397769249285
uk_england_london_abc_hyde_park_hotel,london,3.6638440856412458,3.1637703938762214,2.7629652691746154,2.443761603413485,3.2481480905134426,2.4084998950666843,2.394076883076668,2.116379833731913,2.1446744179644304
uk_england_london_abcone_hotel,london,3.437818416435184,3.47035287981712,2.8198168842307334,3.374713894634166,3.062076503462496,2.601328312977558,2.4816448365454296,3.198919456243881,2.4782041128488475
uk_england_london_ace_hotel,london,4.158189972024305,3.875562174834662,3.275002346806733,3.6191641887610255,3.104581027146986,3.7581107346836617,2.834264477671961,3.093236932200035,2.7482382129823755
uk_england_london_admiral_hotel,london,3.1837229409228494,2.935348643133953,2.5895239587381256,2.7951583842867525,1.6445359284029597,2.4084998950666843,2.385724935302316,2.678326619132491,2.5065826814486334
uk_england_london_adria_hotel,london,4.442104770815636,4.282206225882611,3.298885354661629,3.8602060895381927,3.990556811615445,2.4084998950666843,2.876508680090524,3.94012937433088,2.716803612766
uk_england_london_airways_hotel,london,2.387097712913304,2.3783111572753226,2.358003826949757,2.3410897519260754,2.228573121446659,2.073046696035142,2.1277714622118302,2.164083698647349,2.329927890145191
uk_england_london_albany_hotel_london,london,2.078934819459647,1.646940997045094,1.5640369499913436,2.140247076748456,1.0794541371560995,2.4084998950666843,2.2199825187851845,1.7637490954760493,2.0693975773765843
