hotel_name,hotel_city,cleanliness_score,room_score,service_score,location_score,value_score,safety_score,comfort_score,transportation_score,noise_score
china_beijing_aloft_beijing_haidian,beijing,3.445352952470234,4.51179998516681,3.873695271206178,4.5420208754381335,3.4924904723567636,1.1445698067268602,2.2033535781357227,3.340914454828123,1.4194013285483194
china_beijing_ascott_beijing,beijing,2.3384580143499574,3.6029642777570414,3.0573176294779056,3.2683180479055944,2.4271220328392795,1.29296404318796,1.8805228566130747,2.838933010609198,1.6520240134780175
china_beijing_autumn_garden_courtyard_hotel,beijing,2.105134839951484,3.3657872029022218,4.023459373916825,3.418638905211766,2.0962224082542766,1.1445698067268602,2.4223599415005133,4.746920697360195,1.4194013285483194
china_beijing_bamboo_garden_hotel,beijing,2.043227123370799,3.392996553309771,3.174272459477915,3.0742221360505546,2.3623761558189442,1.5182927234257582,2.037432349935309,2.971842926136028,1.4915165664175216
china_beijing_beijing_century_towers,beijing,5.0,4.9554471177227075,2.9941704202765504,4.957686038773476,3.2446013512166756,1.1445698067268602,1.0906966397641267,3.003918803201671,1.4194013285483194
china_beijing_beijing_dong_fang_hotel,beijing,2.701022163412796,3.413456074831961,2.5436409659263295,2.529962328451129,2.0085796338595427,1.3312135574231452,2.3299514410951705,2.681586575894407,1.6933927640311963
china_beijing_beijing_far_east_international_youth_hostel,beijing,2.7673245863240004,2.9572998572953644,2.394193611933134,3.351320012209945,2.8949822077960716,1.5415596708277963,1.4729475124312355,3.239584821594098,1.2305572381822076
china_beijing_beijing_friendship_hotel_grand_building,beijing,2.13385004148968,3.2666636807902956,2.3449682769803513,1.9419915570974637,2.638246265020972,1.3360268555451946,1.4859428600132003,2.1676284425221763,1.5330273673172274
china_beijing_beijing_guangming_hotel,beijing,4.578610512666209,4.515366335298909,2.8371349806062818,2.919676673243277,4.45457485031497,1.1445698067268602,2.7710574490761135,4.548742565313542,1.4194013285483194
china_beijing_beijing_hotel,beijing,1.2032632920040216,1.5874035048855264,1.3267031702219971,1.9075240157205715,1.8327308085189573,1.1445698067268602,1.0823874727881797,1.514577842360402,1.5054657628033028
china_beijing_beijing_international_hotel,beijing,2.0139137149469004,2.5568640112577334,2.1130118247367156,1.6827496164294204,2.2595476843893714,1.267877954316008,1.9262299158261875,2.055883244809071,1.637670877406783
china_beijing_beijing_jade_international_youth_hostel,beijing,3.252305402418328,3.735286351540619,3.453063166745042,3.7574612016102997,3.476211646209124,2.1472447099355385,2.146356768362469,3.431242554301834,2.6965489596425627
china_beijing_beijing_sihe_courtyard_hotel,beijing,2.3046839356195603,3.635099192228906,3.747118261304223,2.5581953229373253,2.3665797664693713,1.5699202734155269,1.9667541660620924,3.054839452390461,1.9260164131666253
china_beijing_bohao_radegast_hotel_beijing,beijing,2.167613741288985,3.8698800844912293,3.129106255486568,3.8361837429949768,3.0672999194920285,1.6635984060631732,1.2038067602451945,2.7220825069124057,1.4194013285483194
china_beijing_capital_hotel_beijing,beijing,2.5581049391653985,3.4457011562802653,3.0078431915408905,3.0291984983423683,2.5061232451198032,1.4006965745164206,1.9040066193303948,3.145381975810731,1.6362305254084384
china_beijing_china_world_hotel,beijing,1.6630220848730761,3.0768450978222552,2.9487820041102637,2.310699797629135,2.2657270521021395,1.37951050738186,1.971484243263162,2.288258650511955,1.6046037320691544
china_beijing_city_hotel_beijing,beijing,1.7402011666936414,1.5888456632059789,1.0,1.3268152304124625,2.19677972447035,1.1445698067268602,1.6579723281202634,1.0605759824289123,1.4194013285483194
china_beijing_commune_by_the_great_wall_kempinski,beijing,1.5834815277317849,3.213225250317696,3.2632432619416156,2.6673976027745585,2.460620931812608,1.2693081381072784,1.3512941775001033,2.484250924998978,1.582073829319318
china_beijing_courtyard_7,beijing,1.099941478713656,4.309044773611116,3.3249989549394003,3.8890921199365707,2.808700325974957,1.1445698067268602,2.065923024831399,3.835877223985026,1.4194013285483194
china_beijing_courtyard_by_marriott,beijing,1.977140426702779,2.5292177610201945,2.2452561922659706,2.6742971660775665,2.2569930565515905,1.2645357504752843,1.2001243813223503,2.4255889733928067,1.8291880601802004
china_beijing_courtyard_by_marriott_beijing_northeast,beijing,2.132185654180645,4.328831709434595,3.961752348661249,3.6222666640799335,2.606143189954458,1.5009985344765417,2.1207005565883996,3.213544127822169,2.5392815696084905
china_beijing_crowne_plaza_hotel_beijing,beijing,2.0799268823164905,3.5412058508943165,3.1390908344997093,3.408578687139192,2.803840904645872,1.4190861666193637,2.06503145708331,2.9960423982730755,1.6668289447780475
china_beijing_crowne_plaza_hotel_zhongguancun,beijing,2.0950409495657145,4.019625133075516,3.0383949471778586,2.1506589114509405,1.945291464421803,1.1445698067268602,2.5851370169370194,2.5327408786300714,2.254465064390803
china_beijing_crowne_plaza_international_airport_hotel_beijing,beijing,1.7149267653783689,2.6022454327042834,2.504695443173502,1.5818060059318788,1.8306308817376622,1.3518211132891935,1.336487540511528,1.4902587917239614,1.4194013285483194
china_beijing_crowne_plaza_park_view_wuzhou,beijing,2.3180784873368494,3.0775238326941623,2.408870662088073,2.8024651164596515,2.747760385578074,1.3818759671880996,1.7132580720200854,2.7955470187878397,1.8138739746247674
china_beijing_crowne_plaza_sun_palace_beijing,beijing,1.710562942556351,4.069484387677132,3.4838523154892878,3.024014055596491,2.4852507323012287,1.1445698067268602,2.5712974576006147,2.6853779660309782,1.4194013285483194
china_beijing_days_inn_forbidden_city_beijing,beijing,2.4799832504960637,3.4130194149427298,3.293090722923158,3.1389382409057083,2.8489378510565797,1.517613151343206,1.7584503159529392,3.2094436756041884,1.7042283286706534
china_beijing_days_inn_joiest_beijing,beijing,1.6788587246300115,1.365146578356362,1.9866009195508452,1.3724029116319794,1.8934403468728984,1.1445698067268602,1.0906966397641267,1.5760650059846664,1.9248015671011607
china_beijing_double_happiness_courtyard_hotel,beijing,2.3919026474242204,3.7955355937832973,3.931017166894295,2.996828075263016,2.0997658774675605,2.0644978103860776,2.0998200228603565,3.4787709857563094,1.6272566319715
china_beijing_doubletree_by_hilton_beijing,beijing,1.7640746309285964,3.1046174319662145,3.4736288056738536,2.1322824862423184,2.3208943187717033,1.1445698067268602,1.6965162128341107,1.6072876116052113,1.1657221752821472
china_beijing_empark_grand_hotel,beijing,1.7953912089511523,3.6219624797575003,1.3288193634234196,2.205796810726132,3.2010863809803602,1.1445698067268602,2.6312752408987947,1.3115469390026444,1.4194013285483194
china_beijing_fujian_hotel,beijing,1.8741522396263148,3.318791722348314,4.1416054216102705,3.4109343800127663,2.896745710069043,1.1445698067268602,2.6100132161701675,1.7728156850395929,1.4194013285483194
china_beijing_gloria_plaza_hotel_beijing,beijing,1.975294686863906,2.3132536711326797,2.2633440446930386,2.03612663305654,1.8527945229323919,1.3451093966051009,1.06874247051016,2.1459718299328956,1.2656502135023515
china_beijing_grand_hotel_beijing,beijing,1.9607745580165608,3.624857618829595,3.334562636559578,3.0345797421251373,2.829011344217024,1.084518608120572,1.949372129911963,2.7097617001075722,2.126580454406862
china_beijing_grand_hyatt_beijing,beijing,1.903010281438287,3.6847585139797245,3.42998723149641,3.2703809709067264,2.5604172982537916,1.256087884819882,1.8375793593201095,3.157109554370226,1.6486261507433726
china_beijing_grand_mercure_hotel_xidan,beijing,2.3122458008516773,2.9773861735128504,2.870132548699257,2.998279705366741,2.443626869899903,1.1879880607295796,2.0435404306581892,2.486773468655796,1.556224635766326
china_beijing_grand_millennium_beijing,beijing,1.6465516657879413,2.8540952096866232,2.0545878112048066,2.4078287442145236,2.0084167846802354,1.1445698067268602,2.3989611748797124,2.136880227066115,1.705731326558567
china_beijing_grand_view_garden_hotel,beijing,1.7800234610091847,1.8029316269542566,1.714620876966733,1.4624699020998064,2.115470884639083,1.555408201565438,2.1244702614685873,1.7819278817261535,1.4194013285483194
china_beijing_guangzhou_hotel,beijing,2.6593237882734537,1.972389846551076,2.7282704277356897,2.9683381151466848,1.7376319737105508,1.6449755559623305,1.8171599505578024,2.9328499450150596,2.3655625940010037
china_beijing_harmony_hotel,beijing,2.833263830776894,3.5052803573421474,2.9674086708235987,3.2746450297587564,3.05092631404519,1.6877727994480551,1.7390312405883628,3.208623448869231,1.876585682478619
china_beijing_hebei_hotel_beijing,beijing,3.3841293243303254,4.204823643392233,3.263548184920408,4.221088128099169,3.55207542552666,1.5932648760060457,2.902710995853531,4.262201236078177,5.0
china_beijing_hilton_beijing,beijing,2.086547652820949,3.3279178162007197,3.486035254204087,2.7540069522692825,2.438447634036696,1.3492650619918567,1.8140403989926095,2.608200008977195,1.7193254383703205
